customer_id,store_name,transaction_date,aisle,product_name,quantity,unit_price,total_amount,discount_amount,final_amount,loyalty_points,sales,month
8517,QuickStop Market,2023-11-25,Personal Care,Rice,4.0,10.45,41.8,1.51,40.29,356,40.29,2023-11
5339,Corner Grocery,2023-11-23,Health & Wellness,Tomatoes,2.0,18.84,37.68,4.33,33.35,154,33.35,2023-11
5040,QuickStop Market,2025-03-07,Frozen Foods,Yogurt,4.0,23.78,95.12,9.51,85.61,310,85.61,2025-03
9830,City Fresh Store,2024-02-27,Beverages,Yogurt,5.0,14.71,73.55,0.0,73.55,461,73.55,2024-02
8019,GreenGrocer Plaza,2025-07-04,Frozen Foods,Carrots,5.0,10.71,53.55,0.0,53.55,419,53.55,2025-07
7543,QuickStop Market,2024-05-14,Bakery,Yogurt,2.0,1.7,3.4,4.4,-1.0,125,0.0,2024-05
4593,GreenGrocer Plaza,2023-11-22,Beverages,Cheese,5.0,6.63,33.15,3.31,29.84,356,29.84,2023-11
9348,Corner Grocery,2024-08-24,Bakery,Eggs,1.0,26.88,26.88,2.69,24.19,440,24.19,2024-08
2489,FamilyFood Express,2025-03-16,Meat & Seafood,Carrots,4.0,2.45,9.8,0.98,8.82,127,8.82,2025-03
1771,SuperSave Central,2025-06-05,Beverages,Carrots,5.0,18.26,91.3,4.26,87.04,486,87.04,2025-06
2796,ValuePlus Market,2023-12-03,Snacks & Candy,Onions,4.0,27.01,108.04,10.8,97.24,380,97.24,2023-12
3621,QuickStop Market,2025-04-13,Bakery,Pasta,5.0,15.04,75.2,7.52,67.68,122,67.68,2025-04
7916,GreenGrocer Plaza,2024-11-12,Frozen Foods,Ground Beef,3.0,10.73,32.19,6.44,25.75,457,25.75,2024-11
2040,SuperSave Central,2024-05-31,Bakery,Tomatoes,2.0,21.48,42.96,4.3,38.66,32,38.66,2024-05
7252,MegaMart Westside,2024-11-11,Personal Care,Salmon,4.0,2.8,11.2,1.12,10.08,426,10.08,2024-11
8668,FreshMart Downtown,2024-09-20,Household Items,Tomatoes,4.0,1.16,4.64,0.46,4.18,180,4.18,2024-09
5119,Corner Grocery,2024-10-09,Personal Care,Onions,5.0,27.03,135.15,20.27,114.88,249,114.88,2024-10
1188,Corner Grocery,2025-01-16,Beverages,Bananas,4.0,10.74,42.96,0.0,42.96,347,42.96,2025-01
2876,SuperSave Central,2025-01-17,Beverages,Eggs,5.0,16.48,82.4,3.26,79.14,464,79.14,2025-01
9797,FreshMart Downtown,2025-03-12,Dairy,Cheese,2.0,26.13,52.26,7.84,44.42,93,44.42,2025-03
5371,Corner Grocery,2025-03-25,Canned Goods,Yogurt,4.0,10.47,41.88,6.28,35.6,389,35.6,2025-03
6573,Corner Grocery,2023-11-01,Frozen Foods,Bread,4.0,1.55,6.2,0.93,5.27,276,5.27,2023-11
5808,FamilyFood Express,2024-07-09,Health & Wellness,Bread,1.0,22.86,22.86,4.57,18.29,486,18.29,2024-07
3591,FreshMart Downtown,2024-07-24,Household Items,Eggs,2.0,4.65,9.3,4.79,4.51,342,4.51,2024-07
1053,City Fresh Store,2025-02-17,Frozen Foods,Orange Juice,2.0,18.56,37.12,7.42,29.7,493,29.7,2025-02
5315,QuickStop Market,2024-08-29,Dairy,Bananas,3.0,17.69,53.07,5.31,47.76,464,47.76,2024-08
3927,FamilyFood Express,2024-09-04,Dairy,Ground Beef,1.0,21.21,21.21,4.13,17.08,154,17.08,2024-09
2743,MegaMart Westside,2025-06-13,Personal Care,Cheese,3.0,2.99,8.97,4.4,4.57,331,4.57,2025-06
5889,City Fresh Store,2025-05-21,Dairy,Cheese,3.0,19.42,58.26,0.0,58.26,424,58.26,2025-05
9317,SuperSave Central,2024-11-22,Snacks & Candy,Apples,5.0,28.99,144.95,14.49,130.46,138,130.46,2024-11
4258,Corner Grocery,2023-12-03,Household Items,Pasta,3.0,25.69,77.07,11.56,65.51,425,65.51,2023-12
7126,City Fresh Store,2025-03-21,Bakery,Salmon,5.0,18.69,93.45,2.98,90.47,194,90.47,2025-03
3646,MegaMart Westside,2024-09-28,Meat & Seafood,Potatoes,2.0,11.28,22.56,3.38,19.18,132,19.18,2024-09
9689,QuickStop Market,2025-07-20,Personal Care,Bananas,5.0,28.48,142.4,0.0,142.4,43,142.4,2025-07
1009,Corner Grocery,2024-11-14,Beverages,Onions,2.0,21.02,42.04,4.2,37.84,330,37.84,2024-11
6310,FreshMart Downtown,2024-08-20,Dairy,Rice,2.0,12.72,25.44,0.0,25.44,124,25.44,2024-08
1319,MegaMart Westside,2023-11-01,Beverages,Onions,5.0,10.96,54.8,8.22,46.58,381,46.58,2023-11
6947,City Fresh Store,2025-06-19,Frozen Foods,Rice,3.0,7.68,23.04,3.46,19.58,369,19.58,2025-06
6038,GreenGrocer Plaza,2024-02-08,Personal Care,Apples,2.0,7.27,14.54,0.0,14.54,247,14.54,2024-02
1949,ValuePlus Market,2024-02-10,Household Items,Rice,1.0,25.14,25.14,3.77,21.37,151,21.37,2024-02
2290,SuperSave Central,2023-10-12,Frozen Foods,Bananas,5.0,4.66,23.3,2.17,21.13,23,21.13,2023-10
8962,SuperSave Central,2025-05-01,Health & Wellness,Potatoes,1.0,26.3,26.3,2.63,23.67,293,23.67,2025-05
2133,City Fresh Store,2025-03-19,Beverages,Cereal,2.0,28.99,57.98,4.29,53.69,129,53.69,2025-03
9727,Corner Grocery,2025-03-23,Beverages,Bread,5.0,19.24,96.2,19.24,76.96,27,76.96,2025-03
3060,QuickStop Market,2023-11-14,Dairy,Ground Beef,1.0,17.17,17.17,2.52,14.65,213,14.65,2023-11
8787,City Fresh Store,2024-10-07,Frozen Foods,Cheese,3.0,17.48,52.44,10.49,41.95,30,41.95,2024-10
3705,FamilyFood Express,2024-02-28,Frozen Foods,Bread,2.0,7.95,15.9,3.18,12.72,282,12.72,2024-02
9645,FreshMart Downtown,2025-06-14,Snacks & Candy,Salmon,5.0,14.62,73.1,10.96,62.14,16,62.14,2025-06
7932,QuickStop Market,2024-01-18,Beverages,Bread,2.0,27.78,55.56,5.56,50.0,403,50.0,2024-01
9835,GreenGrocer Plaza,2025-03-15,Personal Care,Ground Beef,2.0,27.33,54.66,1.24,53.42,423,53.42,2025-03
4295,QuickStop Market,2025-02-10,Household Items,Rice,4.0,4.6,18.4,0.0,18.4,352,18.4,2025-02
6107,Corner Grocery,2024-06-11,Frozen Foods,Carrots,5.0,15.31,76.55,7.66,68.89,41,68.89,2024-06
7118,MegaMart Westside,2024-07-12,Household Items,Pasta,1.0,3.64,3.64,0.0,3.64,492,3.64,2024-07
9479,QuickStop Market,2024-07-22,Household Items,Milk,2.0,14.63,29.26,4.39,24.87,333,24.87,2024-07
2982,SuperSave Central,2024-02-15,Household Items,Cheese,4.0,29.09,116.36,11.64,104.72,240,104.72,2024-02
4681,MegaMart Westside,2023-09-25,Canned Goods,Chicken Breast,2.0,10.55,21.1,3.17,17.93,355,17.93,2023-09
6539,Corner Grocery,2023-08-23,Personal Care,Milk,4.0,3.54,14.16,4.88,9.28,129,9.28,2023-08
4770,Corner Grocery,2024-11-06,Personal Care,Bananas,5.0,14.39,71.95,2.45,69.5,27,69.5,2024-11
4608,City Fresh Store,2023-08-12,Health & Wellness,Salmon,1.0,6.89,6.89,1.03,5.86,281,5.86,2023-08
2163,City Fresh Store,2025-02-06,Beverages,Chicken Breast,1.0,29.21,29.21,0.0,29.21,311,29.21,2025-02
1964,SuperSave Central,2024-01-31,Frozen Foods,Onions,1.0,17.01,17.01,2.85,14.16,47,14.16,2024-01
2104,GreenGrocer Plaza,2025-07-10,Health & Wellness,Eggs,4.0,28.04,112.16,11.22,100.94,149,100.94,2025-07
1514,City Fresh Store,2025-06-04,Beverages,Ground Beef,4.0,16.98,67.92,3.03,64.89,196,64.89,2025-06
6413,SuperSave Central,2023-10-01,Dairy,Pasta,4.0,10.85,43.4,2.13,41.27,403,41.27,2023-10
9423,QuickStop Market,2024-02-07,Household Items,Potatoes,2.0,13.94,27.88,4.18,23.7,247,23.7,2024-02
5562,ValuePlus Market,2025-01-07,Personal Care,Tomatoes,4.0,28.04,112.16,0.0,112.16,445,112.16,2025-01
8953,FamilyFood Express,2024-01-20,Household Items,Tomatoes,2.0,25.81,51.62,7.74,43.88,210,43.88,2024-01
9834,City Fresh Store,2023-11-17,Snacks & Candy,Tomatoes,2.0,15.35,30.7,4.86,25.84,18,25.84,2023-11
8744,MegaMart Westside,2024-02-11,Dairy,Salmon,1.0,16.24,16.24,0.0,16.24,233,16.24,2024-02
8749,SuperSave Central,2025-04-25,Snacks & Candy,Eggs,1.0,14.61,14.61,2.19,12.42,496,12.42,2025-04
7669,Corner Grocery,2024-01-01,Health & Wellness,Bread,3.0,25.71,77.13,11.57,65.56,439,65.56,2024-01
2545,City Fresh Store,2023-10-21,Personal Care,Milk,5.0,2.97,14.85,2.97,11.88,323,11.88,2023-10
8062,GreenGrocer Plaza,2024-05-08,Snacks & Candy,Chicken Breast,1.0,13.86,13.86,1.18,12.68,355,12.68,2024-05
7939,FreshMart Downtown,2024-06-21,Frozen Foods,Orange Juice,3.0,13.48,40.44,3.73,36.71,125,36.71,2024-06
8651,SuperSave Central,2025-06-07,Meat & Seafood,Apples,1.0,18.67,18.67,1.87,16.8,195,16.8,2025-06
1887,SuperSave Central,2025-01-11,Bakery,Salmon,3.0,14.32,42.96,4.3,38.66,341,38.66,2025-01
2612,QuickStop Market,2023-09-23,Health & Wellness,Onions,2.0,3.13,6.26,2.2,4.06,483,4.06,2023-09
7596,Corner Grocery,2025-02-22,Frozen Foods,Salmon,3.0,6.77,20.31,1.95,18.36,196,18.36,2025-02
6559,MegaMart Westside,2025-04-19,Household Items,Rice,3.0,1.63,4.89,0.73,4.16,424,4.16,2025-04
2790,FreshMart Downtown,2024-02-16,Household Items,Milk,5.0,22.6,113.0,22.6,90.4,426,90.4,2024-02
4139,MegaMart Westside,2024-01-01,Bakery,Yogurt,5.0,8.26,41.3,0.0,41.3,386,41.3,2024-01
9786,GreenGrocer Plaza,2024-07-20,Health & Wellness,Milk,3.0,23.86,71.58,0.0,71.58,17,71.58,2024-07
3296,SuperSave Central,2024-06-29,Dairy,Rice,3.0,22.67,68.01,13.6,54.41,89,54.41,2024-06
4006,ValuePlus Market,2024-03-10,Canned Goods,Carrots,5.0,27.48,137.4,20.61,116.79,425,116.79,2024-03
8579,City Fresh Store,2024-02-17,Frozen Foods,Cereal,1.0,14.57,14.57,2.91,11.66,38,11.66,2024-02
2235,Corner Grocery,2024-07-16,Personal Care,Orange Juice,1.0,23.92,23.92,1.49,22.43,7,22.43,2024-07
2604,MegaMart Westside,2023-09-15,Health & Wellness,Pasta,5.0,12.04,60.2,3.7,56.5,326,56.5,2023-09
9856,City Fresh Store,2025-05-17,Produce,Onions,3.0,27.53,82.59,0.0,82.59,113,82.59,2025-05
1241,City Fresh Store,2023-10-18,Frozen Foods,Cheese,1.0,5.04,5.04,0.76,4.28,484,4.28,2023-10
4872,City Fresh Store,2023-12-14,Dairy,Chicken Breast,2.0,26.72,53.44,5.34,48.1,69,48.1,2023-12
7658,MegaMart Westside,2024-08-18,Health & Wellness,Onions,4.0,18.02,72.08,7.21,64.87,372,64.87,2024-08
8886,GreenGrocer Plaza,2024-01-20,Beverages,Cheese,3.0,1.94,5.82,0.58,5.24,189,5.24,2024-01
7570,City Fresh Store,2025-07-07,Bakery,Orange Juice,1.0,29.44,29.44,2.59,26.85,188,26.85,2025-07
1960,FamilyFood Express,2023-12-12,Dairy,Salmon,1.0,20.21,20.21,4.15,16.06,328,16.06,2023-12
7209,FamilyFood Express,2023-08-08,Meat & Seafood,Yogurt,1.0,25.05,25.05,1.86,23.19,283,23.19,2023-08
7396,FamilyFood Express,2024-02-28,Canned Goods,Eggs,5.0,1.07,5.35,1.07,4.28,439,4.28,2024-02
8454,ValuePlus Market,2024-03-15,Frozen Foods,Apples,1.0,20.16,20.16,2.43,17.73,13,17.73,2024-03
7930,FamilyFood Express,2025-01-29,Household Items,Cereal,1.0,6.04,6.04,0.0,6.04,26,6.04,2025-01
8973,Corner Grocery,2023-12-05,Personal Care,Chicken Breast,1.0,14.8,14.8,3.37,11.43,398,11.43,2023-12
4111,City Fresh Store,2024-03-24,Personal Care,Ground Beef,5.0,2.25,11.25,1.12,10.13,401,10.13,2024-03
4566,FreshMart Downtown,2023-09-21,Produce,Potatoes,4.0,13.35,53.4,0.0,53.4,55,53.4,2023-09
9883,City Fresh Store,2023-09-23,Dairy,Bread,3.0,18.63,55.89,8.38,47.51,33,47.51,2023-09
6138,ValuePlus Market,2023-09-20,Canned Goods,Tomatoes,5.0,16.38,81.9,4.17,77.73,232,77.73,2023-09
1821,GreenGrocer Plaza,2024-11-02,Health & Wellness,Onions,2.0,13.46,26.92,2.69,24.23,454,24.23,2024-11
8811,MegaMart Westside,2024-08-31,Beverages,Tomatoes,4.0,22.15,88.6,13.29,75.31,160,75.31,2024-08
9701,QuickStop Market,2023-12-07,Canned Goods,Eggs,4.0,2.94,11.76,2.73,9.03,425,9.03,2023-12
1931,MegaMart Westside,2024-09-04,Meat & Seafood,Onions,1.0,18.0,18.0,0.0,18.0,287,18.0,2024-09
2312,GreenGrocer Plaza,2025-05-29,Snacks & Candy,Orange Juice,4.0,26.16,104.64,15.7,88.94,369,88.94,2025-05
4044,QuickStop Market,2023-09-29,Canned Goods,Chicken Breast,5.0,15.7,78.5,15.7,62.8,79,62.8,2023-09
2113,GreenGrocer Plaza,2025-01-12,Canned Goods,Onions,3.0,4.32,12.96,1.3,11.66,142,11.66,2025-01
4853,ValuePlus Market,2024-06-15,Household Items,Onions,1.0,18.65,18.65,1.72,16.93,336,16.93,2024-06
2964,QuickStop Market,2025-06-28,Canned Goods,Orange Juice,1.0,6.25,6.25,1.57,4.68,73,4.68,2025-06
5033,FreshMart Downtown,2024-10-29,Dairy,Carrots,2.0,11.9,23.8,4.76,19.04,232,19.04,2024-10
1651,MegaMart Westside,2024-11-30,Frozen Foods,Cereal,5.0,18.28,91.4,18.28,73.12,452,73.12,2024-11
2343,SuperSave Central,2024-06-27,Household Items,Milk,1.0,8.88,8.88,0.89,7.99,338,7.99,2024-06
9565,City Fresh Store,2024-04-08,Snacks & Candy,Pasta,2.0,22.88,45.76,4.58,41.18,58,41.18,2024-04
5272,GreenGrocer Plaza,2024-01-12,Frozen Foods,Potatoes,5.0,20.34,101.7,10.17,91.53,23,91.53,2024-01
6147,FreshMart Downtown,2024-02-08,Produce,Yogurt,3.0,28.4,85.2,12.78,72.42,392,72.42,2024-02
5351,QuickStop Market,2024-06-09,Canned Goods,Chicken Breast,1.0,15.41,15.41,3.08,12.33,220,12.33,2024-06
3144,Corner Grocery,2025-01-09,Personal Care,Ground Beef,5.0,17.19,85.95,2.59,83.36,342,83.36,2025-01
5915,FreshMart Downtown,2024-07-27,Snacks & Candy,Bananas,4.0,27.7,110.8,2.72,108.08,441,108.08,2024-07
6180,Corner Grocery,2025-07-28,Health & Wellness,Cheese,3.0,4.33,12.99,2.6,10.39,10,10.39,2025-07
2188,City Fresh Store,2023-08-14,Canned Goods,Bread,4.0,25.48,101.92,2.6,99.32,124,99.32,2023-08
8508,GreenGrocer Plaza,2024-12-01,Snacks & Candy,Rice,3.0,7.42,22.26,3.04,19.22,398,19.22,2024-12
2638,GreenGrocer Plaza,2023-10-02,Personal Care,Carrots,2.0,27.26,54.52,0.0,54.52,178,54.52,2023-10
9808,SuperSave Central,2024-01-19,Bakery,Chicken Breast,2.0,8.41,16.82,0.0,16.82,88,16.82,2024-01
9288,GreenGrocer Plaza,2024-02-28,Meat & Seafood,Potatoes,4.0,22.87,91.48,0.0,91.48,389,91.48,2024-02
3170,MegaMart Westside,2025-07-31,Health & Wellness,Cereal,2.0,13.74,27.48,0.0,27.48,240,27.48,2025-07
6718,QuickStop Market,2025-06-21,Frozen Foods,Milk,3.0,15.7,47.1,4.71,42.39,158,42.39,2025-06
2127,FreshMart Downtown,2025-06-19,Produce,Orange Juice,3.0,3.22,9.66,3.38,6.28,442,6.28,2025-06
5002,Corner Grocery,2024-05-20,Beverages,Onions,1.0,14.03,14.03,2.1,11.93,414,11.93,2024-05
5669,City Fresh Store,2023-12-07,Personal Care,Eggs,1.0,14.06,14.06,0.0,14.06,415,14.06,2023-12
8179,GreenGrocer Plaza,2025-05-15,Personal Care,Apples,1.0,8.17,8.17,3.09,5.08,224,5.08,2025-05
9900,SuperSave Central,2025-02-03,Canned Goods,Orange Juice,3.0,12.23,36.69,0.0,36.69,396,36.69,2025-02
5956,FreshMart Downtown,2024-11-24,Health & Wellness,Cereal,1.0,10.55,10.55,1.58,8.97,285,8.97,2024-11
9666,QuickStop Market,2023-08-13,Health & Wellness,Eggs,3.0,3.35,10.05,1.51,8.54,339,8.54,2023-08
5905,QuickStop Market,2025-07-30,Health & Wellness,Tomatoes,2.0,18.25,36.5,5.47,31.03,480,31.03,2025-07
2697,ValuePlus Market,2025-08-05,Snacks & Candy,Cereal,2.0,20.42,40.84,0.0,40.84,424,40.84,2025-08
3200,Corner Grocery,2024-02-28,Personal Care,Orange Juice,1.0,11.51,11.51,1.73,9.78,92,9.78,2024-02
2891,City Fresh Store,2025-06-28,Bakery,Ground Beef,2.0,5.48,10.96,4.08,6.88,151,6.88,2025-06
2753,ValuePlus Market,2025-03-05,Produce,Cereal,5.0,4.79,23.95,4.79,19.16,192,19.16,2025-03
3546,SuperSave Central,2024-03-05,Household Items,Apples,4.0,2.26,9.04,0.9,8.14,186,8.14,2024-03
5616,QuickStop Market,2024-11-18,Beverages,Ground Beef,5.0,7.93,39.65,7.93,31.72,494,31.72,2024-11
4450,MegaMart Westside,2025-02-14,Health & Wellness,Salmon,4.0,23.3,93.2,3.11,90.09,398,90.09,2025-02
6617,SuperSave Central,2024-01-12,Bakery,Eggs,3.0,2.5,7.5,4.74,2.76,246,2.76,2024-01
5325,ValuePlus Market,2024-09-02,Dairy,Rice,1.0,23.12,23.12,1.59,21.53,139,21.53,2024-09
9004,Corner Grocery,2024-02-18,Dairy,Ground Beef,4.0,26.64,106.56,10.66,95.9,476,95.9,2024-02
1832,FreshMart Downtown,2023-10-17,Snacks & Candy,Carrots,3.0,7.83,23.49,4.7,18.79,41,18.79,2023-10
7939,FreshMart Downtown,2025-05-12,Canned Goods,Chicken Breast,3.0,23.94,71.82,10.77,61.05,70,61.05,2025-05
5533,City Fresh Store,2023-09-10,Meat & Seafood,Potatoes,4.0,18.84,75.36,2.02,73.34,463,73.34,2023-09
1058,SuperSave Central,2024-04-22,Personal Care,Carrots,4.0,4.21,16.84,2.53,14.31,147,14.31,2024-04
3143,GreenGrocer Plaza,2024-12-13,Produce,Ground Beef,4.0,19.52,78.08,1.44,76.64,318,76.64,2024-12
5291,City Fresh Store,2023-12-10,Household Items,Onions,1.0,19.32,19.32,0.0,19.32,294,19.32,2023-12
8239,SuperSave Central,2024-10-08,Frozen Foods,Cheese,1.0,18.82,18.82,3.76,15.06,123,15.06,2024-10
8007,GreenGrocer Plaza,2024-10-15,Personal Care,Orange Juice,1.0,28.64,28.64,2.86,25.78,278,25.78,2024-10
1158,City Fresh Store,2023-11-01,Produce,Tomatoes,3.0,8.35,25.05,2.38,22.67,8,22.67,2023-11
2232,GreenGrocer Plaza,2025-06-22,Household Items,Cereal,2.0,2.28,4.56,0.0,4.56,279,4.56,2025-06
3442,SuperSave Central,2024-10-03,Health & Wellness,Salmon,4.0,19.31,77.24,3.86,73.38,415,73.38,2024-10
1590,City Fresh Store,2025-05-16,Produce,Rice,2.0,2.26,4.52,0.68,3.84,102,3.84,2025-05
7049,QuickStop Market,2024-11-01,Personal Care,Tomatoes,5.0,14.72,73.6,11.04,62.56,18,62.56,2024-11
3426,MegaMart Westside,2024-07-05,Produce,Cereal,3.0,4.6,13.8,1.38,12.42,188,12.42,2024-07
3088,City Fresh Store,2023-09-08,Snacks & Candy,Cereal,2.0,15.38,30.76,2.07,28.69,254,28.69,2023-09
6050,GreenGrocer Plaza,2024-05-16,Snacks & Candy,Bread,4.0,18.46,73.84,2.18,71.66,421,71.66,2024-05
1653,GreenGrocer Plaza,2025-07-05,Dairy,Cereal,3.0,9.88,29.64,5.93,23.71,308,23.71,2025-07
6862,City Fresh Store,2024-01-17,Canned Goods,Salmon,1.0,22.07,22.07,4.99,17.08,466,17.08,2024-01
5088,QuickStop Market,2025-01-06,Health & Wellness,Milk,1.0,20.45,20.45,4.2,16.25,207,16.25,2025-01
2684,SuperSave Central,2024-05-07,Produce,Eggs,5.0,20.65,103.25,20.65,82.6,224,82.6,2024-05
7658,GreenGrocer Plaza,2024-12-01,Bakery,Orange Juice,3.0,12.09,36.27,1.61,34.66,290,34.66,2024-12
3532,City Fresh Store,2025-07-26,Canned Goods,Orange Juice,4.0,23.12,92.48,2.47,90.01,293,90.01,2025-07
